Date,Time,COGT,NO2GT,RH
13 Apr 04,54000,2,103,40.5
13 Apr 04,57600,2,88,41.8
13 Apr 04,61200,3,118,42.8
13 Apr 04,64800,5,134,46.8
13 Apr 04,68400,5,144,47
13 Apr 04,72000,4,129,49.6
13 Apr 04,75600,2,108,54.1
13 Apr 04,79200,2,104,59.2
13 Apr 04,82800,2,90,62.2
14 Apr 04,0,1,74,61.4
14 Apr 04,3600,1,73,64.6
14 Apr 04,7200,1,60,63.2
14 Apr 04,10800,0,-200,64.4
14 Apr 04,18000,1,62,65.8
14 Apr 04,21600,2,71,65.6
14 Apr 04,25200,4,94,64
14 Apr 04,28800,5,99,55.6
14 Apr 04,32400,4,119,46.8
14 Apr 04,36000,3,103,34.4
14 Apr 04,39600,2,95,30.2
14 Apr 04,43200,2,95,34.2
15 Apr 04,32400,4,114,53.4
15 Apr 04,36000,4,127,49.3
15 Apr 04,39600,4,135,42.1
15 Apr 04,43200,4,135,36.9
15 Apr 04,46800,4,120,35.4
15 Apr 04,50400,4,129,35.7
15 Apr 04,54000,3,114,30.4
15 Apr 04,57600,3,129,34.6
15 Apr 04,61200,5,149,35.5
15 Apr 04,64800,6,149,44.1
15 Apr 04,68400,7,158,47.8
15 Apr 04,72000,6,148,49.8
15 Apr 04,75600,5,134,53.2
15 Apr 04,79200,2,111,59.1
15 Apr 04,82800,2,106,64
16 Apr 04,0,2,108,66.8
16 Apr 04,3600,2,93,69.6
16 Apr 04,7200,2,83,71.9
16 Apr 04,10800,1,-200,68.5
16 Apr 04,14400,1,69,74.8
16 Apr 04,18000,1,77,76.4
16 Apr 04,21600,2,87,75.3
16 Apr 04,25200,4,109,71
16 Apr 04,28800,4,116,61.1
16 Apr 04,32400,3,105,51.4
16 Apr 04,36000,2,106,48.7
16 Apr 04,39600,3,108,46.7
16 Apr 04,43200,2,100,42.7
16 Apr 04,46800,4,149,62.5
16 Apr 04,50400,5,148,75.7
16 Apr 04,54000,4,126,77.4
16 Apr 04,57600,5,140,74.9
16 Apr 04,61200,6,142,76
16 Apr 04,64800,5,141,76.2
16 Apr 04,68400,6,149,78
16 Apr 04,72000,6,140,78
16 Apr 04,75600,3,117,79.4
16 Apr 04,79200,3,103,80.1
16 Apr 04,82800,3,99,81
17 Apr 04,0,3,100,80.6
17 Apr 04,3600,2,88,81.8
17 Apr 04,7200,2,83,81.2
23 Apr 04,18000,1,59,52.2
23 Apr 04,21600,1,67,55.4
23 Apr 04,25200,4,95,58
23 Apr 04,28800,6,123,53.3
23 Apr 04,32400,5,142,42.1
23 Apr 04,36000,3,142,31
23 Apr 04,39600,4,169,25.7
23 Apr 04,43200,3,142,20.6
23 Apr 04,46800,3,136,21.5
23 Apr 04,50400,3,147,20.1
23 Apr 04,54000,4,196,19.4
23 Apr 04,57600,5,186,20.1
23 Apr 04,61200,5,177,26.8
23 Apr 04,64800,5,164,30.8
23 Apr 04,68400,6,161,36.7
23 Apr 04,72000,5,146,40.8
23 Apr 04,75600,2,98,41.5
23 Apr 04,79200,2,108,44.9
23 Apr 04,82800,2,107,47.7
24 Apr 04,0,3,113,49.7
24 Apr 04,3600,3,100,57.4
24 Apr 04,7200,2,87,55.3
24 Apr 04,10800,1,-200,53.6
24 Apr 04,18000,1,65,57.7
24 Apr 04,21600,1,64,59.7
24 Apr 04,25200,2,73,56.8
24 Apr 04,28800,2,86,51.9
24 Apr 04,32400,3,105,45
24 Apr 04,36000,3,107,33.7
24 Apr 04,39600,3,114,29.5
24 Apr 04,43200,3,105,32.4
24 Apr 04,46800,2,74,32.1
24 Apr 04,50400,2,95,41.8
24 Apr 04,54000,2,89,36
24 Apr 04,57600,2,95,31.8
24 Apr 04,61200,2,93,31.6
24 Apr 04,64800,3,123,38.1
24 Apr 04,68400,4,134,39.7
24 Apr 04,72000,3,126,50.8
24 Apr 04,75600,2,79,73.5
24 Apr 04,79200,1,54,79.7
24 Apr 04,82800,1,69,76.9
25 Apr 04,0,1,67,66.8
25 Apr 04,3600,1,73,64.1
25 Apr 04,7200,1,73,58.7
25 Apr 04,10800,1,-200,58.6
25 Apr 04,18000,0,20,50.9
25 Apr 04,21600,0,37,49.3
25 Apr 04,25200,1,50,48.6
25 Apr 04,28800,1,45,45.9
25 Apr 04,32400,1,48,43.9
25 Apr 04,36000,1,56,38.6
25 Apr 04,39600,1,58,35
25 Apr 04,43200,1,52,33.9
25 Apr 04,46800,1,52,30.7
25 Apr 04,50400,1,44,27.2
25 Apr 04,54000,1,59,25.7
25 Apr 04,57600,1,74,24.1
25 Apr 04,61200,1,76,24.9
25 Apr 04,64800,2,83,27.8
25 Apr 04,68400,3,100,30.3
25 Apr 04,72000,2,101,34
25 Apr 04,75600,1,90,37
25 Apr 04,79200,3,93,39.5
25 Apr 04,82800,2,79,42
26 Apr 04,0,1,57,44.9
26 Apr 04,3600,1,43,45.5
26 Apr 04,7200,0,25,45.3
26 Apr 04,10800,0,-200,44.2
26 Apr 04,18000,0,44,43.9
26 Apr 04,21600,1,72,43.8
26 Apr 04,25200,2,91,43.6
26 Apr 04,28800,2,89,41.7
26 Apr 04,32400,1,84,38.4
26 Apr 04,36000,1,83,32.3
26 Apr 04,39600,1,78,31.7
26 Apr 04,43200,2,80,30.9
26 Apr 04,46800,2,75,30.7
26 Apr 04,50400,1,77,32.5
26 Apr 04,54000,1,77,31.6
26 Apr 04,57600,2,81,32.7
26 Apr 04,61200,2,101,35.4
26 Apr 04,64800,3,119,35.9
26 Apr 04,68400,3,111,37.5
26 Apr 04,72000,3,109,38.8
26 Apr 04,75600,2,101,38.8
26 Apr 04,79200,2,89,40.8
26 Apr 04,82800,1,75,41.4
27 Apr 04,0,1,51,43
27 Apr 04,3600,1,39,42.5
27 Apr 04,7200,0,32,43.4
27 Apr 04,10800,0,-200,45.8
27 Apr 04,18000,1,68,47.3
27 Apr 04,21600,1,76,53.1
27 Apr 04,25200,4,122,48.5
27 Apr 04,28800,5,129,40.2
27 Apr 04,32400,2,94,35.9
27 Apr 04,36000,2,99,29.1
27 Apr 04,39600,2,81,25.3
27 Apr 04,43200,2,87,22
27 Apr 04,46800,3,107,20.4
27 Apr 04,50400,2,95,24.2
27 Apr 04,54000,3,110,23.8
27 Apr 04,57600,2,99,22.1
27 Apr 04,61200,3,113,22.3
27 Apr 04,64800,3,127,27.8
27 Apr 04,68400,4,131,30.2
27 Apr 04,72000,4,137,34.5
27 Apr 04,75600,2,122,37.8
27 Apr 04,79200,2,100,40.6
27 Apr 04,82800,2,108,43.5
28 Apr 04,0,1,83,46.3
28 Apr 04,3600,1,74,44.7
28 Apr 04,7200,1,64,50.1
28 Apr 04,10800,1,-200,56.9
28 Apr 04,18000,0,39,52.8
28 Apr 04,21600,1,69,60.7
28 Apr 04,25200,6,104,58.3
28 Apr 04,28800,4,100,54.8
28 Apr 04,32400,5,146,46.4
28 Apr 04,36000,3,155,33.8
28 Apr 04,39600,3,139,28.7
28 Apr 04,43200,2,121,28.2
28 Apr 04,46800,2,108,26.9
28 Apr 04,50400,3,126,26.5
28 Apr 04,54000,4,145,23.4
28 Apr 04,57600,3,121,26
28 Apr 04,61200,4,145,30
28 Apr 04,64800,5,160,37.3
28 Apr 04,68400,5,155,42.2
28 Apr 04,72000,5,162,43.6
28 Apr 04,75600,3,129,46.8
28 Apr 04,79200,1,96,49.8
28 Apr 04,82800,2,92,56.2
29 Apr 04,0,2,89,55.6
29 Apr 04,3600,1,61,59.5
29 Apr 04,7200,1,54,60.1
29 Apr 04,10800,0,-200,61.2
29 Apr 04,18000,1,57,67
29 Apr 04,21600,2,68,66.5
29 Apr 04,25200,5,95,61.3
29 Apr 04,28800,7,125,56.5
29 Apr 04,32400,4,135,47.8
29 Apr 04,36000,2,118,30.2
29 Apr 04,39600,2,91,25
29 Apr 04,43200,2,89,25.5
29 Apr 04,46800,4,129,29.9
29 Apr 04,50400,3,122,37.9
29 Apr 04,54000,4,138,44
29 Apr 04,57600,4,136,44.4
29 Apr 04,61200,5,143,45.3
29 Apr 04,64800,5,145,48.6
29 Apr 04,68400,6,146,50.8
29 Apr 04,72000,4,122,57.6
29 Apr 04,75600,3,112,58.8
29 Apr 04,79200,3,102,61
29 Apr 04,82800,3,97,70.7
30 Apr 04,0,2,85,76.9
30 Apr 04,3600,2,76,78.6
30 Apr 04,7200,1,74,78.4
30 Apr 04,10800,1,-200,77.4
30 Apr 04,18000,1,66,74.7
30 Apr 04,21600,2,90,73.1
30 Apr 04,25200,3,111,68.2
30 Apr 04,28800,3,103,57.6
30 Apr 04,32400,3,117,65
30 Apr 04,36000,3,116,73.2
30 Apr 04,39600,3,109,78.5
30 Apr 04,43200,3,116,72.4
30 Apr 04,46800,3,115,60.9
30 Apr 04,50400,3,94,50.9
30 Apr 04,54000,3,121,45.8
30 Apr 04,57600,4,114,60.8
30 Apr 04,61200,4,110,54.3
30 Apr 04,64800,4,122,54.4
30 Apr 04,68400,6,135,58.6
30 Apr 04,72000,4,133,61.1
30 Apr 04,75600,3,110,65.4
30 Apr 04,79200,3,102,66.1
30 Apr 04,82800,3,108,66.9
01 May 04,0,4,110,66.8
01 May 04,3600,2,84,68.3
01 May 04,7200,2,71,70.2
01 May 04,10800,1,-200,73.1
01 May 04,18000,1,32,67.1
01 May 04,21600,1,35,66.9
01 May 04,25200,1,67,66.5
01 May 04,28800,2,73,62
01 May 04,32400,2,86,54.6
01 May 04,36000,2,89,46.1
01 May 04,39600,2,86,36.7
01 May 04,43200,2,86,31.9
01 May 04,46800,1,66,31.5
01 May 04,50400,1,68,34.8
01 May 04,54000,2,82,30.3
01 May 04,57600,2,91,33.5
01 May 04,61200,2,95,37.2
01 May 04,64800,2,104,38.9
01 May 04,68400,4,131,42.8
01 May 04,72000,3,112,51.7
01 May 04,75600,2,100,55.5
01 May 04,79200,4,115,57.6
01 May 04,82800,4,129,58.5
02 May 04,0,2,99,59.3
02 May 04,3600,2,74,60.4
02 May 04,7200,1,55,62.2
02 May 04,10800,2,-200,67.6
02 May 04,18000,1,37,65.2
02 May 04,21600,1,45,70.2
02 May 04,25200,1,46,66.2
02 May 04,28800,1,68,61.6
02 May 04,32400,1,77,56.4
02 May 04,36000,2,79,44.7
02 May 04,39600,1,72,36.4
02 May 04,43200,1,68,34
02 May 04,46800,1,64,32.7
02 May 04,50400,1,73,31.7
02 May 04,54000,2,84,34.3
02 May 04,57600,1,67,28.1
02 May 04,61200,2,106,32.3
02 May 04,64800,2,114,39.3
02 May 04,68400,3,123,47.5
02 May 04,72000,3,108,54.9
02 May 04,75600,2,100,52.1
02 May 04,79200,2,118,42.6
02 May 04,82800,2,121,44.1
03 May 04,0,2,94,49.2
03 May 04,3600,1,52,54.6
03 May 04,7200,1,39,62.1
03 May 04,10800,0,-200,65.2
03 May 04,18000,1,57,64.3
03 May 04,21600,1,80,65.8
03 May 04,25200,3,101,62.5
03 May 04,28800,5,109,66.1
03 May 04,32400,3,109,68.9
03 May 04,36000,2,111,45
03 May 04,39600,2,102,30.7
03 May 04,43200,2,96,25.2
03 May 04,46800,2,90,23.6
03 May 04,50400,1,69,20.1
03 May 04,54000,2,74,19.7
03 May 04,57600,2,102,20.5
03 May 04,61200,4,128,34.6
03 May 04,64800,4,130,39.4
03 May 04,68400,4,120,43.7
03 May 04,72000,3,113,63.1
03 May 04,75600,2,100,64.6
03 May 04,79200,1,70,57.1
03 May 04,82800,2,83,62.5
04 May 04,0,1,81,65.8
04 May 04,3600,1,69,79.2
04 May 04,7200,1,48,80
04 May 04,10800,0,-200,81
04 May 04,18000,1,47,80.5
04 May 04,21600,2,88,80.8
04 May 04,25200,4,109,78
04 May 04,28800,4,113,79.2
04 May 04,32400,3,104,70.8
04 May 04,36000,1,65,54.8
04 May 04,39600,2,87,49.3
04 May 04,43200,3,99,47.9
04 May 04,46800,2,100,47.7
04 May 04,50400,2,105,54
04 May 04,54000,3,97,57.1
04 May 04,57600,1,54,55.2
04 May 04,61200,2,59,55.7
04 May 04,64800,4,109,62.8
04 May 04,68400,5,125,68.3
04 May 04,72000,5,132,75.2
04 May 04,75600,3,110,70.8
04 May 04,79200,1,53,56
04 May 04,82800,1,61,59.5
05 May 04,0,1,41,52.3
05 May 04,3600,0,22,49.8
05 May 04,7200,0,28,64.5
05 May 04,10800,0,-200,66.9
05 May 04,18000,1,54,77.1
05 May 04,21600,1,81,78.3
05 May 04,25200,4,107,76.8
05 May 04,32400,4,124,72.4
05 May 04,36000,3,123,68.6
05 May 04,39600,3,120,62.9
05 May 04,43200,3,113,61.1
05 May 04,46800,4,114,66.8
05 May 04,50400,4,120,62.6
05 May 04,54000,4,125,60.8
05 May 04,57600,2,88,59.2
05 May 04,61200,2,72,56.9
05 May 04,64800,3,103,61.5
05 May 04,68400,2,67,63.9
05 May 04,72000,2,79,70.7
05 May 04,75600,2,89,75.1
05 May 04,79200,1,67,72.5
05 May 04,82800,2,83,79.8
06 May 04,0,1,76,75.8
06 May 04,3600,1,58,75
06 May 04,7200,0,30,72.2
06 May 04,10800,0,-200,71.6
06 May 04,18000,1,50,64.6
06 May 04,21600,1,92,65.6
06 May 04,25200,3,101,58.5
06 May 04,28800,4,121,53.1
06 May 04,32400,3,130,46.1
06 May 04,36000,2,114,37.7
06 May 04,39600,2,100,42.8
06 May 04,43200,1,56,64.2
06 May 04,46800,2,75,54.5
06 May 04,50400,3,121,65.5
06 May 04,54000,3,128,78.3
06 May 04,57600,4,139,74.2
06 May 04,61200,3,122,64.2
06 May 04,64800,2,92,58.3
06 May 04,68400,2,97,61.4
06 May 04,72000,2,98,65.8
06 May 04,75600,2,93,66.4
06 May 04,79200,1,65,58.8
06 May 04,82800,2,81,64.9
07 May 04,0,2,102,64.7
07 May 04,3600,2,91,67.8
07 May 04,7200,1,56,69.4
07 May 04,10800,1,-200,67.7
07 May 04,18000,1,48,61.1
07 May 04,21600,2,72,60.5
07 May 04,25200,4,106,56.9
07 May 04,28800,4,107,50.2
07 May 04,32400,3,127,50.9
07 May 04,36000,2,114,42.8
07 May 04,39600,1,101,33.7
07 May 04,43200,2,95,27.7
07 May 04,46800,2,110,28.5
07 May 04,50400,2,101,29.7
07 May 04,54000,2,106,35.6
07 May 04,57600,2,116,60.5
07 May 04,61200,4,124,69.1
07 May 04,64800,4,133,70.4
07 May 04,68400,2,96,62.7
07 May 04,72000,2,85,62.9
07 May 04,75600,2,97,65.2
07 May 04,79200,2,97,64.6
07 May 04,82800,2,101,63.6
08 May 04,0,2,85,61.8
08 May 04,3600,2,80,59.7
08 May 04,7200,0,33,53.3
10 May 04,32400,4,117,51.1
10 May 04,36000,2,107,45
10 May 04,39600,2,95,44.1
10 May 04,43200,2,93,42.4
10 May 04,46800,2,104,40.6
10 May 04,50400,2,102,39.7
10 May 04,54000,2,109,30.1
10 May 04,57600,2,97,29.7
10 May 04,61200,2,104,32
10 May 04,64800,4,124,37.8
10 May 04,68400,4,135,45.7
10 May 04,72000,3,122,50.9
10 May 04,75600,2,109,53.6
10 May 04,79200,2,95,56.2
10 May 04,82800,1,86,56.5
11 May 04,0,1,78,64.1
11 May 04,3600,0,53,59.8
11 May 04,7200,0,43,61.9
11 May 04,10800,0,-200,66
11 May 04,18000,1,48,68
11 May 04,21600,1,64,70.4
11 May 04,25200,5,95,65.6
11 May 04,28800,6,120,59.8
11 May 04,32400,5,153,49.8
11 May 04,36000,4,163,35.2
11 May 04,39600,3,119,29.5
11 May 04,43200,2,96,29.8
11 May 04,46800,2,94,31.7
11 May 04,50400,2,86,31.2
11 May 04,54000,2,91,27.2
11 May 04,57600,2,97,28.4
11 May 04,61200,4,125,27.5
11 May 04,64800,5,140,31.6
11 May 04,68400,6,158,35.3
11 May 04,72000,5,159,40.2
11 May 04,75600,3,128,52.3
11 May 04,79200,3,114,58.7
11 May 04,82800,2,100,58.8
12 May 04,0,2,88,58.8
12 May 04,3600,1,67,57.6
12 May 04,7200,1,65,63.9
12 May 04,10800,1,-200,65.7
12 May 04,18000,1,57,68.3
12 May 04,21600,2,73,65.7
12 May 04,25200,4,95,62.2
12 May 04,28800,6,110,56.8
12 May 04,32400,5,121,52.4
12 May 04,36000,4,108,51.9
12 May 04,39600,3,125,44.6
12 May 04,43200,3,117,43.3
12 May 04,46800,5,131,55.7
12 May 04,50400,3,126,67
12 May 04,54000,2,114,64
12 May 04,57600,2,123,61.1
12 May 04,61200,3,116,56.3
12 May 04,64800,3,107,48.6
12 May 04,68400,3,123,43.7
12 May 04,72000,2,112,47.2
12 May 04,75600,2,101,45.6
12 May 04,79200,1,91,52
12 May 04,82800,1,88,57.1
13 May 04,0,2,96,50.2
13 May 04,3600,1,75,50.5
13 May 04,7200,1,47,52.8
13 May 04,10800,0,-200,53.7
13 May 04,18000,0,49,53.7
13 May 04,21600,1,85,55.3
13 May 04,25200,2,106,55.6
13 May 04,28800,4,136,59.2
13 May 04,32400,2,119,55.6
13 May 04,36000,2,122,51.8
13 May 04,39600,2,90,49.7
13 May 04,43200,2,97,52.8
13 May 04,46800,2,98,49.6
13 May 04,50400,2,93,45
13 May 04,54000,2,98,45.5
13 May 04,57600,3,123,44.3
13 May 04,61200,5,148,43.1
13 May 04,64800,4,148,44.4
13 May 04,68400,4,133,47.9
13 May 04,72000,5,141,52.3
13 May 04,75600,3,131,54.7
13 May 04,79200,3,121,55
13 May 04,82800,3,123,56.4
14 May 04,0,2,107,57.8
14 May 04,3600,2,104,57.5
14 May 04,7200,1,91,57
14 May 04,10800,1,-200,56.3
14 May 04,18000,1,102,58.3
14 May 04,21600,2,95,52.3
14 May 04,25200,4,140,49.4
14 May 04,32400,3,138,37.9
14 May 04,36000,2,113,32.4
14 May 04,39600,2,101,25.6
14 May 04,43200,2,97,23.6
14 May 04,46800,2,114,20.8
14 May 04,50400,2,110,21.6
14 May 04,54000,2,103,20.2
14 May 04,57600,2,119,21.9
14 May 04,61200,3,126,22.3
14 May 04,64800,4,144,24.3
14 May 04,68400,4,164,25.1
14 May 04,72000,4,148,27.2
14 May 04,75600,2,119,28.6
14 May 04,79200,2,111,34.5
14 May 04,82800,2,115,35.3
15 May 04,0,2,103,38.3
15 May 04,3600,1,81,40.5
15 May 04,7200,1,71,43.4
15 May 04,10800,1,-200,50.6
15 May 04,18000,0,44,46.9
15 May 04,21600,1,49,49.7
15 May 04,25200,1,68,47.4
15 May 04,28800,3,108,43.3
15 May 04,32400,3,117,37.4
15 May 04,36000,3,127,30.2
15 May 04,39600,2,93,24.2
15 May 04,43200,2,94,23.5
15 May 04,46800,2,87,22.6
15 May 04,50400,1,75,21.1
15 May 04,54000,1,81,19.4
15 May 04,57600,1,86,20.5
15 May 04,61200,2,97,22.7
15 May 04,64800,2,117,27.1
15 May 04,68400,2,120,28.7
15 May 04,72000,3,149,31.8
15 May 04,75600,2,124,33.2
15 May 04,79200,2,97,34.3
15 May 04,82800,3,112,37
16 May 04,0,2,95,40.9
16 May 04,3600,2,88,43.3
16 May 04,7200,1,54,43.4
16 May 04,10800,1,-200,44.7
16 May 04,18000,0,45,50.1
16 May 04,21600,0,47,49.9
16 May 04,25200,1,58,51.4
16 May 04,28800,1,69,45.1
16 May 04,32400,2,89,35.4
16 May 04,36000,2,105,21.1
16 May 04,39600,2,92,19
16 May 04,43200,1,82,19.8
16 May 04,46800,1,56,19.4
16 May 04,50400,1,60,22
16 May 04,54000,1,64,21.9
16 May 04,57600,1,85,24.6
16 May 04,61200,2,107,26.5
16 May 04,64800,2,106,33.5
16 May 04,68400,3,125,37.4
16 May 04,72000,2,118,39.4
16 May 04,75600,2,95,37
16 May 04,79200,1,97,36.2
16 May 04,82800,1,93,28.5
17 May 04,0,1,85,26.5
17 May 04,3600,1,67,25.9
17 May 04,7200,0,37,27.6
17 May 04,10800,0,-200,30.2
17 May 04,18000,0,75,36.5
17 May 04,21600,1,102,38.1
17 May 04,25200,3,113,35
17 May 04,28800,2,142,31.2
17 May 04,32400,2,90,28.5
17 May 04,36000,2,94,24.1
17 May 04,39600,2,92,21.7
17 May 04,43200,2,97,20.8
17 May 04,46800,2,88,19.5
17 May 04,50400,2,86,18.9
17 May 04,54000,2,99,18.6
17 May 04,57600,2,95,19.4
17 May 04,61200,2,105,17.1
17 May 04,64800,3,121,19.8
17 May 04,68400,3,125,20.8
17 May 04,72000,3,122,24
17 May 04,75600,1,81,26.2
17 May 04,79200,1,73,28.8
17 May 04,82800,1,80,31.2
18 May 04,0,1,65,31.5
18 May 04,3600,0,59,32.3
18 May 04,7200,0,50,34.5
18 May 04,10800,0,-200,32.9
18 May 04,18000,0,37,44.6
18 May 04,21600,1,54,45.3
18 May 04,25200,3,94,46.5
18 May 04,28800,6,139,39.7
18 May 04,32400,3,115,38.1
18 May 04,36000,2,119,27
18 May 04,39600,2,103,22.8
18 May 04,43200,3,123,20
18 May 04,46800,3,126,19.1
18 May 04,50400,2,106,20.2
18 May 04,54000,2,127,18.9
18 May 04,57600,2,105,19.5
18 May 04,61200,3,130,20.5
18 May 04,64800,4,160,24.7
18 May 04,68400,5,162,27
18 May 04,72000,3,135,30
18 May 04,75600,2,122,33.4
18 May 04,79200,1,75,36.5
18 May 04,82800,2,96,38.6
19 May 04,0,1,84,43
19 May 04,3600,1,68,43.6
19 May 04,7200,0,65,45.7
19 May 04,10800,0,-200,44.3
19 May 04,18000,0,46,49.2
19 May 04,21600,1,54,52.1
19 May 04,25200,3,94,53.4
19 May 04,28800,6,155,46.8
19 May 04,32400,5,165,41.1
19 May 04,36000,3,134,28.9
19 May 04,39600,2,122,26.3
19 May 04,43200,2,113,22.1
19 May 04,46800,2,115,22.9
19 May 04,50400,2,118,22.6
19 May 04,54000,2,125,21
19 May 04,57600,2,135,24.7
19 May 04,61200,3,149,26.3
19 May 04,64800,4,162,30.1
19 May 04,68400,4,151,31.5
19 May 04,72000,4,154,36.5
19 May 04,75600,2,118,41.8
19 May 04,79200,2,103,47.1
19 May 04,82800,2,122,52.2
20 May 04,0,2,102,50.1
20 May 04,3600,1,73,53
20 May 04,7200,0,59,51.7
20 May 04,10800,0,-200,46.2
20 May 04,18000,0,35,54.1
20 May 04,21600,1,68,59
20 May 04,25200,3,97,55.9
20 May 04,28800,5,146,52.8
20 May 04,32400,4,83,46.4
20 May 04,36000,2,117,30
20 May 04,39600,2,117,25.8
20 May 04,43200,2,108,23.3
20 May 04,46800,2,107,22.3
20 May 04,50400,2,120,22.3
20 May 04,54000,3,150,20.4
20 May 04,57600,2,138,19.3
20 May 04,61200,4,148,20.3
20 May 04,64800,4,168,24.8
20 May 04,68400,4,172,27.9
20 May 04,72000,4,179,29.9
20 May 04,75600,3,143,34.4
20 May 04,79200,3,137,38
20 May 04,82800,2,117,42.8
21 May 04,0,1,93,42
21 May 04,3600,1,64,42
21 May 04,7200,0,58,41.5
21 May 04,10800,0,-200,51.6
21 May 04,18000,0,47,50.2
21 May 04,21600,1,62,54.7
21 May 04,25200,4,113,51.3
21 May 04,28800,5,126,46.2
21 May 04,32400,3,139,40
21 May 04,36000,3,148,27
21 May 04,39600,2,117,23.8
21 May 04,43200,2,106,23.7
21 May 04,46800,2,98,21.7
21 May 04,50400,2,98,21.5
21 May 04,54000,2,110,19.5
21 May 04,57600,2,114,18.6
21 May 04,61200,3,122,22.6
21 May 04,64800,4,155,25.7
21 May 04,68400,4,145,24.9
21 May 04,72000,4,146,29.4
21 May 04,75600,2,130,32.1
21 May 04,79200,2,126,35.9
21 May 04,82800,3,127,37.2
22 May 04,0,4,126,41.9
22 May 04,3600,3,124,46.1
22 May 04,7200,2,93,47.6
22 May 04,10800,1,-200,46.3
22 May 04,18000,0,59,53.8
22 May 04,21600,0,66,53.5
22 May 04,25200,1,80,52.9
22 May 04,28800,2,94,48.3
22 May 04,32400,2,102,47.1
22 May 04,36000,2,96,40
22 May 04,39600,2,91,32.5
22 May 04,43200,2,104,28.1
22 May 04,46800,2,84,28.1
22 May 04,50400,1,76,27.8
22 May 04,54000,2,87,27
22 May 04,57600,2,101,29.3
22 May 04,61200,3,115,39.8
22 May 04,64800,3,110,40.1
22 May 04,68400,3,103,39.4
22 May 04,72000,2,90,45.4
22 May 04,75600,1,68,48.3
22 May 04,79200,3,85,50.5
22 May 04,82800,3,100,52.9
23 May 04,0,4,114,54.5
23 May 04,3600,4,108,56.2
23 May 04,7200,2,78,58
23 May 04,10800,2,-200,61.6
23 May 04,18000,0,37,56
23 May 04,21600,0,53,52.4
23 May 04,25200,1,79,49.3
23 May 04,28800,1,65,48.6
23 May 04,32400,1,64,41.2
23 May 04,36000,1,66,34
23 May 04,39600,1,53,28.1
23 May 04,43200,1,69,28.1
23 May 04,46800,1,57,25.8
23 May 04,50400,1,36,22.7
23 May 04,54000,1,57,27.3
23 May 04,57600,2,73,28.7
23 May 04,61200,2,81,27.7
23 May 04,64800,1,91,29.5
23 May 04,68400,1,65,36.3
23 May 04,72000,1,56,40.4
23 May 04,75600,1,69,46.6
23 May 04,79200,1,73,49.3
23 May 04,82800,1,76,42.3
24 May 04,0,1,67,37.9
24 May 04,3600,0,44,43.1
24 May 04,7200,0,21,45.2
24 May 04,18000,0,29,36.5
24 May 04,21600,0,69,36.2
24 May 04,25200,2,111,30.9
24 May 04,28800,2,81,24
24 May 04,32400,1,56,23.8
24 May 04,36000,1,90,18.1
24 May 04,39600,1,85,17
24 May 04,43200,1,83,16.1
24 May 04,46800,1,85,14.5
24 May 04,50400,1,85,13.1
24 May 04,54000,1,81,12.9
24 May 04,57600,1,92,14
24 May 04,61200,2,108,15.4
24 May 04,64800,2,106,17.2
24 May 04,68400,2,114,18.9
24 May 04,72000,1,96,22.8
24 May 04,75600,1,77,24.6
24 May 04,79200,1,73,25.6
24 May 04,82800,1,86,24.9
25 May 04,0,0,84,28.3
25 May 04,3600,0,56,32.2
25 May 04,18000,0,51,40
25 May 04,21600,0,45,34.5
25 May 04,25200,1,82,31
25 May 04,28800,3,100,27.5
25 May 04,32400,2,91,20
25 May 04,36000,3,130,13
25 May 04,39600,3,155,9.9
25 May 04,43200,2,114,9.8
25 May 04,46800,2,127,9.2
25 May 04,50400,2,138,9.3
26 May 04,32400,4,-200,35.7
26 May 04,36000,2,136,23.8
26 May 04,39600,2,135,21.1
26 May 04,43200,2,115,19.4
26 May 04,46800,2,112,16.4
26 May 04,50400,2,112,13.3
26 May 04,54000,2,109,13.5
26 May 04,57600,1,112,13.8
28 May 04,54000,2,115,18.9
28 May 04,57600,2,117,23.2
28 May 04,61200,2,105,41
28 May 04,64800,2,114,48.1
28 May 04,68400,2,103,44.1
28 May 04,72000,2,119,47.2
28 May 04,75600,1,102,47.6
28 May 04,79200,1,96,46.8
28 May 04,82800,2,109,47
29 May 04,0,2,119,46.3
29 May 04,3600,1,103,48.7
29 May 04,7200,1,84,51.4
29 May 04,10800,0,-200,50.8
29 May 04,21600,0,45,46.1
29 May 04,25200,0,80,43.9
29 May 04,28800,1,77,42.1
29 May 04,32400,0,68,39.7
29 May 04,36000,1,66,36.6
29 May 04,39600,1,70,35.8
29 May 04,43200,1,74,34.9
29 May 04,46800,1,64,31.4
29 May 04,50400,0,60,31.3
29 May 04,54000,0,63,30.7
29 May 04,57600,1,75,29.2
29 May 04,61200,1,79,30.2
29 May 04,64800,1,83,31.3
29 May 04,68400,1,93,32.2
29 May 04,72000,1,112,33.2
29 May 04,75600,1,103,35
29 May 04,79200,1,93,36.9
29 May 04,82800,3,112,38.2
30 May 04,0,3,125,39.4
30 May 04,3600,2,107,41.7
30 May 04,7200,1,76,42
30 May 04,10800,0,-200,44.8
30 May 04,18000,0,37,47.2
30 May 04,21600,0,45,47.6
30 May 04,25200,0,61,44.2
30 May 04,28800,0,67,37.8
30 May 04,32400,0,60,31.9
30 May 04,36000,0,64,25.9
30 May 04,39600,0,64,22.8
